HotelID,Hotel Name,DateTY,DateLY,PropSupTY,PropDemTY,PropRevTY,PropOccTY,PropADRTY,PropRevPARTY,PropSupLY,PropDemLY,PropRevLY,PropOccLY,PropADRLY,PropRevPARLY,CompSupTY,CompDemTY,CompRevTY,CompOccTY,CompADRTY,CompRevPARTY,CompSupLY,CompDemLY,CompRevLY,CompOccLY,CompADRLY,CompRevPARLY
4763,AC Hotels by Marriott Washington DC Convention Center,2023-03-30,2022-03-31,234,234,74418,100.000%,318.025641,318.025641,234,182,38700,77.778%,212.6373626,165.3846154,1311,1077,286146,82.151%,265.6880223,218.2654462,1311,803,203262,61.251%,253.128269,155.0434783
4763,AC Hotels by Marriott Washington DC Convention Center,2023-03-31,2022-04-01,234,228,66273,97.436%,290.6710526,283.2179487,234,226,64941,96.581%,287.3495575,277.525641,1311,1174,286614,89.550%,244.1345826,218.6224256,1311,1219,370777,92.982%,304.1648893,282.8199847
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-01,2022-04-02,234,233,72907,99.573%,312.9055794,311.5683761,234,234,93667,100.000%,400.2863248,400.2863248,1311,1245,332372,94.966%,266.9654618,253.525553,1311,1248,389744,95.195%,312.2948718,297.2875667
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-02,2022-04-03,234,181,45707,77.350%,252.5248619,195.3290598,234,214,70221,91.453%,328.135514,300.0897436,1311,1066,286649,81.312%,268.9015009,218.6491228,1311,1071,314945,81.693%,294.0662932,240.2326468
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-03,2022-04-04,234,234,100804,100.000%,430.7863248,430.7863248,234,188,80013,80.342%,425.6010638,341.9358974,1311,1228,403433,93.669%,328.5285016,307.7292143,1311,865,224476,65.980%,259.5098266,171.2250191
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-04,2022-04-05,234,234,101372,100.000%,433.2136752,433.2136752,234,192,29028,82.051%,151.1875,124.0512821,1311,1239,424253,94.508%,342.4156578,323.6102212,1311,921,228947,70.252%,248.5852334,174.6353928
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-05,2022-04-06,234,208,72189,88.889%,347.0625,308.5,234,186,45347,79.487%,243.8010753,193.7905983,1311,1126,296791,85.889%,263.579929,226.3852021,1311,1023,257867,78.032%,252.0694037,196.6948894
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-06,2022-04-07,234,194,39335,82.906%,202.757732,168.0982906,234,230,57510,98.291%,250.0434783,245.7692308,1311,1109,244679,84.592%,220.6302976,186.6353928,1311,1047,216748,79.863%,207.0181471,165.3302822
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-07,2022-04-08,234,200,43891,85.470%,219.455,187.5683761,234,214,50505,91.453%,236.0046729,215.8333333,1311,1209,269213,92.220%,222.6741108,205.3493516,1311,1144,243896,87.262%,213.1958042,186.0381388
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-08,2022-04-09,234,210,51105,89.744%,243.3571429,218.3974359,234,214,51591,91.453%,241.0794393,220.474359,1311,1156,252316,88.177%,218.266436,192.460717,1311,1266,252257,96.568%,199.2551343,192.4157132
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-09,2022-04-10,234,148,25543,63.248%,172.5878378,109.1581197,234,183,42408,78.205%,231.7377049,181.2307692,1311,784,168712,59.802%,215.1938776,128.68955,1311,1046,218780,79.786%,209.1586998,166.8802441
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-10,2022-04-11,234,211,56997,90.171%,270.1279621,243.5769231,234,229,65826,97.863%,287.4497817,281.3076923,1311,1081,268804,82.456%,248.6623497,205.037376,1311,1189,287452,90.694%,241.7594617,219.2616323
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-11,2022-04-12,234,234,89254,100.000%,381.4273504,381.4273504,234,233,68156,99.573%,292.5150215,291.2649573,1311,1207,358227,92.067%,296.7912179,273.2471396,1311,1224,296558,93.364%,242.2859477,226.2074752
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-12,2022-04-13,234,232,88576,99.145%,381.7931034,378.5299145,234,155,33016,66.239%,213.0064516,141.0940171,1311,1226,376107,93.516%,306.7756933,286.8855835,1311,911,187023,69.489%,205.2941822,142.6567506
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-13,2022-04-14,234,228,72770,97.436%,319.1666667,310.982906,234,135,21328,57.692%,157.9851852,91.14529915,1311,1203,323704,91.762%,269.0806318,246.9138063,1311,1085,197098,82.761%,181.6571429,150.3417239
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-14,2022-04-15,234,218,60507,93.162%,277.5550459,258.5769231,234,181,27334,77.350%,151.0165746,116.8119658,1311,1203,299753,91.762%,249.1712386,228.6445461,1311,1108,206581,84.516%,186.4449458,157.5751335
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-15,2022-04-16,234,234,68894,100.000%,294.4188034,294.4188034,234,190,30056,81.197%,158.1894737,128.4444444,1311,1172,281170,89.397%,239.9061433,214.4698703,1311,1091,203022,83.219%,186.0879927,154.8604119
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-16,2022-04-17,234,203,58427,86.752%,287.817734,249.6880342,234,121,17874,51.709%,147.7190083,76.38461538,1311,862,215897,65.751%,250.4605568,164.6811594,1311,920,150878,70.175%,163.9978261,115.0861937
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-17,2022-04-18,234,232,83074,99.145%,358.0775862,355.017094,234,145,26473,61.966%,182.5724138,113.1324786,1311,1140,342588,86.957%,300.5157895,261.3180778,1311,1001,193839,76.354%,193.6453546,147.8558352
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-18,2022-04-19,234,232,84305,99.145%,363.3836207,360.2777778,234,183,41221,78.205%,225.2513661,176.1581197,1311,1275,434376,97.254%,340.6870588,331.3318078,1311,1032,275633,78.719%,267.0862403,210.2463768
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-19,2022-04-20,234,232,81336,99.145%,350.5862069,347.5897436,234,203,53569,86.752%,263.8866995,228.9273504,1311,1229,404940,93.745%,329.4873881,308.8787185,1311,1115,266840,85.050%,239.3183857,203.539283
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-20,2022-04-21,234,222,68859,94.872%,310.1756757,294.2692308,234,232,72229,99.145%,311.3318966,308.6709402,1311,1065,302773,81.236%,284.2938967,230.9481312,1311,1100,313118,83.905%,284.6527273,238.8390542
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-21,2022-04-22,234,194,42077,82.906%,216.8917526,179.8162393,234,225,72192,96.154%,320.8533333,308.5128205,1311,1164,270219,88.787%,232.1469072,206.1167048,1311,1164,345966,88.787%,297.2216495,263.8947368
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-22,2022-04-23,234,199,48232,85.043%,242.3718593,206.1196581,234,216,66607,92.308%,308.3657407,284.6452991,1311,1180,262652,90.008%,222.5864407,200.344775,1311,1112,321309,84.821%,288.9469424,245.0869565
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-23,2022-04-24,234,126,25686,53.846%,203.8571429,109.7692308,234,177,48086,75.641%,271.6723164,205.4957265,1311,669,165109,51.030%,246.799701,125.9412662,1311,851,241010,64.912%,283.2079906,183.8367658
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-24,2022-04-25,234,190,52674,81.197%,277.2315789,225.1025641,234,172,44361,73.504%,257.9127907,189.5769231,1311,1036,316211,79.024%,305.222973,241.1983219,1311,742,204853,56.598%,276.0822102,156.2570557
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-25,2022-04-26,234,230,84898,98.291%,369.1217391,362.8119658,234,223,63798,95.299%,286.0896861,272.6410256,1311,1244,426449,94.889%,342.8046624,325.2852784,1311,953,229145,72.693%,240.4459601,174.7864226
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-26,2022-04-27,234,226,87533,96.581%,387.3141593,374.0726496,234,230,66608,98.291%,289.6,284.6495726,1311,1246,410211,95.042%,329.2223114,312.8993135,1311,891,218791,67.963%,245.5566779,166.8886346
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-27,2022-04-28,234,228,82243,97.436%,360.7149123,351.465812,234,207,52978,88.462%,255.9323671,226.4017094,1311,1169,352130,89.169%,301.2232678,268.5964912,1311,946,221107,72.159%,233.7283298,168.655225
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-28,2022-04-29,234,231,76760,98.718%,332.2943723,328.034188,234,210,52009,89.744%,247.6619048,222.2606838,1311,1137,332107,86.728%,292.0905893,253.3234172,1311,1132,275876,86.346%,243.7067138,210.4317315
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-29,2022-04-30,234,229,81481,97.863%,355.8122271,348.2094017,234,216,67791,92.308%,313.8472222,289.7051282,1311,1185,338705,90.389%,285.8270042,258.3562166,1311,1182,325508,90.160%,275.3874788,248.2898551
4763,AC Hotels by Marriott Washington DC Convention Center,2023-04-30,2022-05-01,234,196,58664,83.761%,299.3061224,250.7008547,234,212,71412,90.598%,336.8490566,305.1794872,1311,1023,305935,78.032%,299.056696,233.3600305,1311,1035,307851,78.947%,297.4405797,234.8215103
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-01,2022-05-02,234,137,34527,58.547%,252.0218978,147.5512821,234,210,71107,89.744%,338.6047619,303.8760684,1311,786,226790,59.954%,288.5368957,172.9900839,1311,1068,326850,81.465%,306.0393258,249.3135011
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-02,2022-05-03,234,152,36544,64.957%,240.4210526,156.1709402,234,217,76068,92.735%,350.5437788,325.0769231,1311,861,240541,65.675%,279.3739837,183.4790236,1311,1091,328667,83.219%,301.2529789,250.6994661
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-03,2022-05-04,234,207,54717,88.462%,264.3333333,233.8333333,234,185,50143,79.060%,271.0432432,214.2863248,1311,895,237192,68.268%,265.0189944,180.9244851,1311,985,272429,75.133%,276.577665,207.8024409
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-04,2022-05-05,234,196,49209,83.761%,251.0663265,210.2948718,234,156,28816,66.667%,184.7179487,123.1452991,1311,815,202440,62.166%,248.392638,154.416476,1311,921,188251,70.252%,204.3984799,143.5934401
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-05,2022-05-06,234,159,33369,67.949%,209.8679245,142.6025641,234,185,31751,79.060%,171.627027,135.6880342,1311,777,174583,59.268%,224.6885457,133.1678108,1311,1015,208751,77.422%,205.6660099,159.2303585
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-06,2022-05-07,234,201,62589,85.897%,311.3880597,267.474359,234,199,37847,85.043%,190.1859296,161.7393162,1311,1018,271289,77.651%,266.4921415,206.9328757,1311,1002,211106,76.430%,210.6846307,161.0266972
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-07,2022-05-08,234,199,70146,85.043%,352.4924623,299.7692308,234,123,20429,52.564%,166.0894309,87.3034188,1311,949,282693,72.387%,297.8851423,215.6315789,1311,743,156007,56.674%,209.9690444,118.9984744
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-08,2022-05-09,234,225,88271,96.154%,392.3155556,377.2264957,234,193,83981,82.479%,435.134715,358.8931624,1311,1067,351202,81.388%,329.1490159,267.8886346,1311,1095,313622,83.524%,286.4127854,239.2234935
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-09,2022-05-10,234,231,96641,98.718%,418.3593074,412.9957265,234,224,71684,95.726%,320.0178571,306.3418803,1311,1159,392566,88.406%,338.7109577,299.440122,1311,1259,377872,96.034%,300.1366164,288.2318841
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-10,2022-05-11,234,226,94366,96.581%,417.5486726,403.2735043,234,228,74578,97.436%,327.0964912,318.7094017,1311,1158,378487,88.330%,326.8454231,288.7009916,1311,1245,392911,94.966%,315.5911647,299.7032799
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-11,2022-05-12,234,202,61853,86.325%,306.2029703,264.3290598,234,230,66020,98.291%,287.0434783,282.1367521,1311,1093,300788,83.371%,275.1948765,229.4340198,1311,1203,334040,91.762%,277.6724855,254.7978642
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-12,2022-05-13,234,202,55380,86.325%,274.1584158,236.6666667,234,221,53145,94.444%,240.4751131,227.1153846,1311,1231,332201,93.898%,269.8627132,253.3951182,1311,1176,301870,89.703%,256.6921769,230.259344
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-13,2022-05-14,234,193,33861,82.479%,175.4455959,144.7051282,234,219,55272,93.590%,252.3835616,236.2051282,1311,1212,321145,92.449%,264.9711221,244.9618612,1311,1071,271534,81.693%,253.5331466,207.1197559
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-14,2022-05-15,234,150,32714,64.103%,218.0933333,139.8034188,234,186,42796,79.487%,230.0860215,182.8888889,1311,923,242160,70.404%,262.3618635,184.7139588,1311,1124,309270,85.736%,275.1512456,235.9038902
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-15,2022-05-16,234,217,78696,92.735%,362.6543779,336.3076923,234,219,85493,93.590%,390.3789954,365.3547009,1311,1157,367729,88.253%,317.8297321,280.495042,1311,1192,362343,90.923%,303.9790268,276.3867277
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-16,2022-05-17,234,227,91756,97.009%,404.2114537,392.1196581,234,232,78024,99.145%,336.3103448,333.4358974,1311,1263,453632,96.339%,359.1702296,346.0198322,1311,1224,406398,93.364%,332.0245098,309.9908467
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-17,2022-05-18,234,228,85907,97.436%,376.7850877,367.1239316,234,225,69964,96.154%,310.9511111,298.991453,1311,1158,379829,88.330%,328.0043178,289.7246377,1311,1196,339443,91.228%,283.8152174,258.9191457
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-18,2022-05-19,234,202,57159,86.325%,282.9653465,244.2692308,234,195,35557,83.333%,182.3435897,151.9529915,1311,1062,283390,81.007%,266.8455744,216.1632342,1311,1037,227281,79.100%,219.171649,173.3646072
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-19,2022-05-20,234,214,68011,91.453%,317.8084112,290.6452991,234,212,48755,90.598%,229.9764151,208.3547009,1311,1132,315688,86.346%,278.8763251,240.7993898,1311,1132,238739,86.346%,210.9001767,182.1045004
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-20,2022-05-21,234,227,87300,97.009%,384.5814978,373.0769231,234,224,58616,95.726%,261.6785714,250.4957265,1311,1192,397849,90.923%,333.7659396,303.4698703,1311,1101,240321,83.982%,218.2752044,183.3112128
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-21,2022-05-22,234,226,84201,96.581%,372.5707965,359.8333333,234,183,42536,78.205%,232.4371585,181.7777778,1311,1152,387645,87.872%,336.4973958,295.6864989,1311,989,231999,75.439%,234.5793731,176.9633867
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-22,2022-05-23,234,221,81226,94.444%,367.5384615,347.1196581,234,228,70690,97.436%,310.0438596,302.0940171,1311,1196,406620,91.228%,339.9832776,310.1601831,1311,1150,319247,87.719%,277.606087,243.5141114
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-23,2022-05-24,234,223,74062,95.299%,332.1165919,316.5042735,234,220,66156,94.017%,300.7090909,282.7179487,1311,1195,412352,91.152%,345.0644351,314.532418,1311,1093,293115,83.371%,268.1747484,223.5812357
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-24,2022-05-25,234,145,28949,61.966%,199.6482759,123.7136752,234,195,47063,83.333%,241.3487179,201.1239316,1311,881,197774,67.201%,224.4880817,150.8573608,1311,815,195386,62.166%,239.7374233,149.0358505
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-25,2022-05-26,234,160,28540,68.376%,178.375,121.965812,234,140,28358,59.829%,202.5571429,121.1880342,1311,713,146999,54.386%,206.1697055,112.1273837,1311,761,148670,58.047%,195.3613666,113.4019832
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-26,2022-05-27,234,166,29562,70.940%,178.0843373,126.3333333,234,206,45898,88.034%,222.8058252,196.1452991,1311,1065,221790,81.236%,208.2535211,169.1762014,1311,1022,206405,77.956%,201.9618395,157.4408848
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-27,2022-05-28,234,221,53285,94.444%,241.1085973,227.7136752,234,225,57149,96.154%,253.9955556,244.2264957,1311,1230,263277,93.822%,214.0463415,200.8215103,1311,1190,255969,90.770%,215.1,195.2471396
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-28,2022-05-29,234,191,37872,81.624%,198.2827225,161.8461538,234,187,29599,79.915%,158.2834225,126.491453,1311,993,195579,75.744%,196.9577039,149.1830664,1311,1024,174710,78.108%,170.6152344,133.2646834
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-29,2022-05-30,234,194,41198,82.906%,212.3608247,176.0598291,234,105,14358,44.872%,136.7428571,61.35897436,1311,920,226111,70.175%,245.7728261,172.4721587,1311,627,98965,47.826%,157.8389155,75.48817696
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-30,2022-05-31,234,222,63989,94.872%,288.2387387,273.457265,234,122,20904,52.137%,171.3442623,89.33333333,1311,1046,286334,79.786%,273.7418738,218.4088482,1311,777,143566,59.268%,184.7696268,109.5087719
4763,AC Hotels by Marriott Washington DC Convention Center,2023-05-31,2022-06-01,234,230,66428,98.291%,288.8173913,283.8803419,234,169,31045,72.222%,183.6982249,132.6709402,1311,1142,336533,87.109%,294.6873905,256.6994661,1311,836,164249,63.768%,196.4700957,125.2852784
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-01,2022-06-02,234,217,58092,92.735%,267.7050691,248.2564103,234,176,32170,75.214%,182.7840909,137.4786325,1311,1146,320447,87.414%,279.622164,244.4294432,1311,778,162036,59.344%,208.2724936,123.597254
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-02,2022-06-03,234,194,36475,82.906%,188.0154639,155.8760684,234,213,38010,91.026%,178.4507042,162.4358974,1311,1130,231576,86.194%,204.9345133,176.6407323,1311,1041,207459,79.405%,199.2881844,158.2448513
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-03,2022-06-04,234,192,40536,82.051%,211.125,173.2307692,234,217,54636,92.735%,251.7788018,233.4871795,1311,1070,205818,81.617%,192.353271,156.993135,1311,1127,227023,85.965%,201.4401065,173.1678108
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-04,2022-06-05,234,168,40105,71.795%,238.7202381,171.3888889,234,168,32652,71.795%,194.3571429,139.5384615,1311,901,207428,68.726%,230.2197558,158.2212052,1311,909,197965,69.336%,217.7832783,151.0030511
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-05,2022-06-06,234,226,67611,96.581%,299.1637168,288.9358974,234,202,50469,86.325%,249.8465347,215.6794872,1311,1153,321247,87.948%,278.6183868,245.0396644,1311,1000,245014,76.278%,245.014,186.890923
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-06,2022-06-07,234,233,83646,99.573%,358.9957082,357.4615385,234,219,58846,93.590%,268.7031963,251.4786325,1311,1276,426339,97.330%,334.1214734,325.201373,1311,1085,269491,82.761%,248.3788018,205.5614035
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-07,2022-06-08,234,231,80564,98.718%,348.7619048,344.2905983,234,232,62478,99.145%,269.3017241,267,1311,1276,420973,97.330%,329.9161442,321.1083143,1311,1146,295812,87.414%,258.1256545,225.6384439
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-08,2022-06-09,234,213,59928,91.026%,281.3521127,256.1025641,234,223,63099,95.299%,282.955157,269.6538462,1311,1170,299693,89.245%,256.1478632,228.5987796,1311,1118,301368,85.278%,269.5599284,229.8764302
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-09,2022-06-10,234,172,31498,73.504%,183.127907,134.6068376,234,181,41020,77.350%,226.6298343,175.2991453,1311,1067,206051,81.388%,193.1124649,157.1708619,1311,1081,276840,82.456%,256.0962072,211.1670481
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-10,2022-06-11,234,194,33570,82.906%,173.0412371,143.4615385,234,175,41138,74.786%,235.0742857,175.8034188,1311,1088,207654,82.990%,190.8584559,158.3935927,1311,1094,281678,83.448%,257.4753199,214.8573608
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-11,2022-06-12,234,161,32020,68.803%,198.8819876,136.8376068,234,162,34770,69.231%,214.6296296,148.5897436,1311,788,170470,60.107%,216.3324873,130.0305111,1311,843,219144,64.302%,259.9572954,167.1578947
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-12,2022-06-13,234,229,79342,97.863%,346.4716157,339.0683761,234,221,50816,94.444%,229.9366516,217.1623932,1311,981,274613,74.828%,279.9317023,209.4683448,1311,949,220836,72.387%,232.7038988,168.4485126
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-13,2022-06-14,234,234,83456,100.000%,356.6495726,356.6495726,234,229,54045,97.863%,236.0043668,230.9615385,1311,1261,362552,96.186%,287.5114988,276.546148,1311,1133,269504,86.423%,237.8676081,205.5713196
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-14,2022-06-15,234,232,72750,99.145%,313.5775862,310.8974359,234,177,38778,75.641%,219.0847458,165.7179487,1311,1123,306797,85.660%,273.1941229,234.0175439,1311,1148,276097,87.567%,240.5026132,210.6003051
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-15,2022-06-16,234,201,49983,85.897%,248.6716418,213.6025641,234,193,35706,82.479%,185.0051813,152.5897436,1311,954,225192,72.769%,236.0503145,171.771167,1311,1142,260064,87.109%,227.7267951,198.3707094
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-16,2022-06-17,234,205,47672,87.607%,232.5463415,203.7264957,234,220,50910,94.017%,231.4090909,217.5641026,1311,1145,231801,87.338%,202.4462882,176.812357,1311,1140,254251,86.957%,223.027193,193.9366895
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-17,2022-06-18,234,209,48159,89.316%,230.4258373,205.8076923,234,231,55419,98.718%,239.9090909,236.8333333,1311,1169,233725,89.169%,199.9358426,178.279939,1311,1110,248392,84.668%,223.7765766,189.467582
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-18,2022-06-19,234,113,19024,48.291%,168.3539823,81.2991453,234,213,49477,91.026%,232.286385,211.4401709,1311,779,139919,59.420%,179.6136072,106.726926,1311,962,219864,73.379%,228.5488565,167.7070938
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-19,2022-06-20,234,150,32116,64.103%,214.1066667,137.2478632,234,191,46645,81.624%,244.2146597,199.3376068,1311,843,176161,64.302%,208.9691578,134.3714722,1311,980,304588,74.752%,310.8040816,232.3325706
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-20,2022-06-21,234,224,73919,95.726%,329.9955357,315.8931624,234,228,64883,97.436%,284.5745614,277.2777778,1311,1207,345944,92.067%,286.6147473,263.8779558,1311,1151,316640,87.796%,275.0999131,241.525553
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-21,2022-06-22,234,233,81535,99.573%,349.9356223,348.4401709,234,221,60915,94.444%,275.6334842,260.3205128,1311,1249,389739,95.271%,312.0408327,297.2837529,1311,1228,323101,93.669%,263.1115635,246.453852
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-22,2022-06-23,234,227,71844,97.009%,316.4933921,307.025641,234,226,62213,96.581%,275.2787611,265.8675214,1311,1139,303984,86.880%,266.8867428,231.8718535,1311,1151,292548,87.796%,254.1685491,223.1487414
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-23,2022-06-24,234,227,54185,97.009%,238.7004405,231.5598291,234,231,66588,98.718%,288.2597403,284.5641026,1311,1135,234905,86.575%,206.9647577,179.1800153,1311,1161,321473,88.558%,276.8931955,245.2120519
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-24,2022-06-25,234,207,45946,88.462%,221.9613527,196.3504274,234,215,60623,91.880%,281.9674419,259.0726496,1311,1144,218822,87.262%,191.277972,166.9122807,1311,1139,295668,86.880%,259.5856014,225.5286041
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-25,2022-06-26,234,144,29447,61.538%,204.4930556,125.8418803,234,215,53562,91.880%,249.1255814,228.8974359,1311,826,171723,63.005%,207.8970944,130.98627,1311,1034,256234,78.871%,247.8085106,195.4492754
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-26,2022-06-27,234,219,67589,93.590%,308.6255708,288.8418803,234,226,53582,96.581%,237.0884956,228.982906,1311,1104,279000,84.211%,252.7173913,212.8146453,1311,1012,230506,77.193%,227.7727273,175.8245614
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-27,2022-06-28,234,224,72832,95.726%,325.1428571,311.2478632,234,167,30291,71.368%,181.3832335,129.4487179,1311,1151,323755,87.796%,281.2814944,246.9527079,1311,1134,222270,86.499%,196.005291,169.5423341
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-28,2022-06-29,234,207,64503,88.462%,311.6086957,275.6538462,234,144,23722,61.538%,164.7361111,101.3760684,1311,1066,282037,81.312%,264.5750469,215.1311976,1311,1131,201431,86.270%,178.0999116,153.6468345
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-29,2022-06-30,234,144,29447,61.538%,204.4930556,125.8418803,234,150,21168,64.103%,141.12,90.46153846,1311,882,180805,67.277%,204.9943311,137.9138063,1311,1035,177645,78.947%,171.6376812,135.5034325
4763,AC Hotels by Marriott Washington DC Convention Center,2023-06-30,2022-07-01,234,129,17107,55.128%,132.6124031,73.10683761,234,190,30498,81.197%,160.5157895,130.3333333,1311,1030,180390,78.566%,175.1359223,137.597254,1311,1078,189723,82.227%,175.9953618,144.7162471
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-01,2022-07-02,234,204,36485,87.179%,178.8480392,155.9188034,234,229,51637,97.863%,225.489083,220.6709402,1311,1042,181483,79.481%,174.1679463,138.4309687,1311,1084,202469,82.685%,186.7795203,154.4385965
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-02,2022-07-03,234,165,23902,70.513%,144.8606061,102.1452991,234,210,39628,89.744%,188.7047619,169.3504274,1311,985,160501,75.133%,162.9451777,122.4263921,1311,1076,187212,82.075%,173.9888476,142.8009153
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-03,2022-07-04,234,148,19935,63.248%,134.6959459,85.19230769,234,124,16905,52.991%,136.3306452,72.24358974,1311,1004,160839,76.583%,160.1982072,122.6842105,1311,945,155269,72.082%,164.3058201,118.4355454
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-04,2022-07-05,234,153,20487,65.385%,133.9019608,87.55128205,234,78,10849,33.333%,139.0897436,46.36324786,1311,976,158617,74.447%,162.517418,120.9893211,1311,751,120095,57.285%,159.9134487,91.60564455
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-05,2022-07-06,234,92,13270,39.316%,144.2391304,56.70940171,234,95,13294,40.598%,139.9368421,56.81196581,1311,760,120951,57.971%,159.1460526,92.25858124,1311,808,137934,61.632%,170.710396,105.2128146
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-06,2022-07-07,234,111,16261,47.436%,146.4954955,69.49145299,234,86,11506,36.752%,133.7906977,49.17094017,1311,814,130584,62.090%,160.4226044,99.60640732,1311,851,133845,64.912%,157.279671,102.0938215
4763,AC Hotels by Marriott Washington DC Convention Center,2023-07-07,2022-07-08,234,144,19889,61.538%,138.1180556,84.9957265,234,120,17119,51.282%,142.6583333,73.15811966,1311,987,160287,75.286%,162.3981763,122.2631579,1311,929,152694,70.862%,164.3638321,116.4713959
